ID, SHORTCODE, LIKES, COMMENTS, DATE, IS_VIDEO, VIDEO_VIEW_COUNT
991338073369661465, 3B8LmzhNAZ, 36, 3, 2015-05-23 08:58:49, False, N/A
999478583875653766, 3e3HoAhNCG, 31, 5, 2015-06-03 14:32:33, True, 0
999483774578512156, 3e4TKOhNEc, 49, 3, 2015-06-03 14:42:52, False, N/A
1005793007699808484, 31S2ldhNDk, 51, 1, 2015-06-12 07:38:11, False, N/A
1019748541100511442, 4m3-UwhNDS, 74, 10, 2015-07-01 13:45:20, True, 0
1025397709999493217, 468cjSBNBh, 31, 1, 2015-07-09 08:49:14, True, 0
1030972951950053606, 5OwG_-BNDm, 64, 5, 2015-07-17 01:26:14, True, 0
1034157731654980384, 5aEPpNBNMg, 101, 2, 2015-07-21 10:53:50, False, N/A
1043711163927679297, 58AcYWBNFB, 48, 2, 2015-08-03 15:14:48, False, N/A
1044343154876404449, 5-QJDyBNLh, 87, 8, 2015-08-04 12:10:27, True, 0
1050921093776593743, 6VnyqxhNNP, 60, 10, 2015-08-13 13:59:38, True, 0
1054522221009359737, 6ial93BNN5, 49, 5, 2015-08-18 13:14:26, True, 0
1055086137926013027, 6ka0CahNBj, 109, 5, 2015-08-19 07:54:50, False, N/A
1056738443763438041, 6qSgQJBNHZ, 91, 1, 2015-08-21 14:37:40, False, N/A
1066844001086525492, 7OMPdzhNA0, 80, 0, 2015-09-04 13:15:37, False, N/A
1076862392425829157, 7xyKP0hNMl, 98, 4, 2015-09-18 09:00:22, False, N/A
1081050850664960281, 8AqgViBNEZ, 67, 9, 2015-09-24 03:42:05, True, 0
1084986543250395860, 8OpYM4hNLU, 94, 3, 2015-09-29 14:01:36, False, N/A
1103058365539733756, 9O2b08hND8, 137, 2, 2015-10-24 12:27:05, False, N/A
1106721011250024902, 9b3OVlBNHG, 87, 5, 2015-10-29 13:44:07, False, N/A
1158721747143675909, BAUm0o0BNAF, 110, 0, 2016-01-09 06:40:17, False, N/A
1163793167829749792, BAmn7hYhNAg, 136, 13, 2016-01-16 06:36:18, False, N/A
1174787872847614103, BBNr1iXhNCX, 92, 5, 2016-01-31 10:40:49, False, N/A
1187205491051516487, BB5zRqhhNJH, 125, 9, 2016-02-17 13:52:24, False, N/A
1203838336188600527, BC05JarhNDP, 132, 5, 2016-03-11 12:38:54, False, N/A
1206110515320115911, BC89x-ZhNLH, 113, 7, 2016-03-14 16:53:19, False, N/A
1214816081513075583, BDb5MouBNN_, 188, 6, 2016-03-26 17:09:43, False, N/A
1234984757310575150, BEjjBfyhNIu, 104, 1, 2016-04-23 13:01:17, False, N/A
1235645221887594596, BEl5MhXBNBk, 118, 3, 2016-04-24 10:53:30, False, N/A
1244318967582216974, BFEtYIiBNMO, 155, 3, 2016-05-06 10:06:41, False, N/A
1245176240613413514, BFHwTGQhNKK, 119, 2, 2016-05-07 14:29:56, False, N/A
1246497169557737971, BFMcpJNBNHz, 111, 4, 2016-05-09 10:14:23, False, N/A
1249354356210586262, BFWmSrohNKW, 118, 2, 2016-05-13 08:51:06, False, N/A
1249924310634910701, BFYn4nDhNPt, 96, 2, 2016-05-14 03:43:30, False, N/A
1250802765605949962, BFbvn0ABNIK, 101, 0, 2016-05-15 08:48:50, False, N/A
1252181849632199649, BFgpMIFhNPh, 85, 12, 2016-05-17 06:28:50, True, 735
1253863901775581190, BFmnpNOBNAG, 115, 0, 2016-05-19 14:10:46, False, N/A
1254574820113568357, BFpJSbhBNJl, 109, 2, 2016-05-20 13:43:14, False, N/A
1255959446979662314, BFuEHZxhNHq, 132, 6, 2016-05-22 11:34:14, False, N/A
1259566422649262470, BF64PzpBNGG, 89, 4, 2016-05-27 11:00:40, False, N/A
1260143794767319593, BF87hrVBNIp, 112, 4, 2016-05-28 06:07:48, False, N/A
1265409317021208688, BGPoxHEhNBw, 114, 3, 2016-06-04 12:29:27, False, N/A
1270495384309125959, BGhtNIWhNNH, 127, 5, 2016-06-11 12:54:33, False, N/A
1271892484959818532, BGmq3nuhNMk, 91, 3, 2016-06-13 11:10:21, False, N/A
1274754983405081045, BGw1udJhNHV, 95, 1, 2016-06-17 09:57:37, True, 713
1275565518551830970, BGzuBS1BNG6, 134, 6, 2016-06-18 12:48:00, False, N/A
1276331350680720276, BG2cJnlBNOU, 108, 0, 2016-06-19 14:09:35, False, N/A
1280565167381801566, BHFezwph-pe, 115, 2, 2016-06-25 10:21:25, False, N/A
1280706975650703689, BHF_DV5BmlJ, 180, 4, 2016-06-25 15:03:10, False, N/A
1285704598002409306, BHXvYUaBR9a, 107, 0, 2016-07-02 12:32:33, False, N/A
1285761244628001448, BHX8QosBCKo, 110, 1, 2016-07-02 14:25:06, False, N/A
1285806044995755504, BHYGckSBZ3w, 98, 2, 2016-07-02 15:54:06, False, N/A
1286455682480389063, BHaaKCVhrvH, 115, 1, 2016-07-03 13:24:49, False, N/A
1288571047389714996, BHh7IpbhFo0, 154, 0, 2016-07-06 11:27:40, False, N/A
1290793111265934644, BHp0X7rhv00, 131, 3, 2016-07-09 13:02:31, False, N/A
1291575016563313460, BHsmKJvBos0, 123, 4, 2016-07-10 14:56:01, False, N/A
1292988958351194182, BHxnptpBnhG, 138, 1, 2016-07-12 13:45:16, False, N/A
1293765607120045683, BH0YPcLAgZz, 124, 3, 2016-07-13 15:28:20, False, N/A
1294439010043144717, BH2xWvhB6oN, 100, 2, 2016-07-14 13:46:16, False, N/A
1295834380476135983, BH7uoDgBLov, 131, 1, 2016-07-16 11:58:37, False, N/A
1296670476802062667, BH-su24hflL, 165, 1, 2016-07-17 15:39:48, False, N/A
1297325419091390330, BIBBphbBu96, 111, 0, 2016-07-18 13:21:03, False, N/A
1298125444285179172, BID3ja8g6Uk, 158, 2, 2016-07-19 15:50:33, False, N/A
1298568948723524051, BIFcZQpBKHT, 108, 3, 2016-07-20 06:31:43, True, 1228
1298754782378514976, BIGGpfuAtog, 116, 1, 2016-07-20 12:40:56, False, N/A
1301409346391250339, BIPiOfHBhWj, 123, 7, 2016-07-24 04:35:05, True, 917
1303743402856516884, BIX07elhY0U, 118, 0, 2016-07-27 09:52:26, False, N/A
1304486799208741713, BIad9UZBftR, 85, 0, 2016-07-28 10:29:26, False, N/A
1304489659581552706, BIaem8Uh1hC, 119, 2, 2016-07-28 10:35:07, False, N/A
1304635633004037621, BIa_zIqhcX1, 134, 0, 2016-07-28 15:25:08, False, N/A
1305279018400420098, BIdSFoAhxEC, 128, 1, 2016-07-29 12:43:26, False, N/A
1305318590509338977, BIdbFeaBdFh, 93, 2, 2016-07-29 14:02:03, False, N/A
1305735443954235210, BIe53fbh3dK, 142, 0, 2016-07-30 03:50:16, False, N/A
1306008020832253914, BIf32AbhHfa, 115, 0, 2016-07-30 12:51:50, False, N/A
1306012956202642719, BIf4902hC0f, 110, 0, 2016-07-30 13:01:38, False, N/A
1306112070055732563, BIgPgH0haVT, 109, 1, 2016-07-30 16:18:33, False, N/A
1306724208986185947, BIiar6oBmDb, 103, 0, 2016-07-31 12:34:46, False, N/A
1307291881071464957, BIkbwodBFH9, 103, 11, 2016-08-01 07:22:38, True, 841
1307461188070006142, BIlCQX4hd1-, 106, 6, 2016-08-01 12:59:01, False, N/A
1307544699934328747, BIlVPoXh8er, 106, 2, 2016-08-01 15:44:56, False, N/A
1308202728862055323, BInq3NkBPub, 104, 4, 2016-08-02 13:32:19, False, N/A
1308924698033441660, BIqPBPwBMt8, 112, 0, 2016-08-03 13:26:45, False, N/A
1309629893973396369, BIsvXMphEuR, 126, 1, 2016-08-04 12:47:50, False, N/A
1310434489734194215, BIvmTm2BuQn, 141, 2, 2016-08-05 15:26:26, False, N/A
1310438403607001494, BIvnMj7BnmW, 110, 0, 2016-08-05 15:34:12, False, N/A
1311102256904809278, BIx-I5fBis-, 118, 0, 2016-08-06 13:33:10, False, N/A
1311149129720018347, BIyIy_MhjWr, 107, 1, 2016-08-06 15:06:17, False, N/A
1311821025503581646, BI0hkW6B5XO, 97, 2, 2016-08-07 13:21:14, False, N/A
1311824714452588471, BI0iaCghle3, 130, 1, 2016-08-07 13:28:33, False, N/A
1311866232458659265, BI0r2NKh0XB, 107, 0, 2016-08-07 14:51:03, False, N/A
1312539331310952520, BI3E5FUhKBI, 133, 0, 2016-08-08 13:08:22, False, N/A
1313295742227837939, BI5w4T4hfPz, 95, 1, 2016-08-09 14:11:14, False, N/A
1313300797681080415, BI5yB4JBJhf, 123, 0, 2016-08-09 14:21:16, False, N/A
1313917669615172562, BI7-Si5hXvS, 231, 5, 2016-08-10 10:46:53, False, N/A
1314008476732970247, BI8S79nhVUH, 113, 4, 2016-08-10 13:47:18, False, N/A
1314474418483034082, BI984TsBPfi, 92, 0, 2016-08-11 05:13:03, False, N/A
1314709501915776847, BI-yVOMhUdP, 105, 3, 2016-08-11 13:00:07, True, 621
1315421412835760595, BJBUM46BJnT, 120, 4, 2016-08-12 12:34:33, True, 871
1316221148765446253, BJEKClCBWBt, 90, 1, 2016-08-13 15:03:29, False, N/A
1316253200571362602, BJERU_mhu0q, 87, 0, 2016-08-13 16:07:10, True, 621
1316742762552792946, BJGApDuhpdy, 89, 2, 2016-08-14 08:19:50, False, N/A
1316903946132315721, BJGlSloht5J, 94, 2, 2016-08-14 13:40:05, True, 466
1317674643938939342, BJJUht5hRHO, 110, 0, 2016-08-15 15:11:19, False, N/A
1318355234959307611, BJLvRnrhrNb, 109, 0, 2016-08-16 13:43:32, False, N/A
1318396982469072083, BJL4xIFBBTT, 73, 0, 2016-08-16 15:06:29, True, 632
1319049637017280467, BJONKf_hd_T, 140, 2, 2016-08-17 12:43:11, False, N/A
1319124891337196850, BJOeRmCh4Uy, 87, 4, 2016-08-17 15:12:42, True, 732
1319762581338338899, BJQvRNIhjZT, 95, 2, 2016-08-18 12:19:41, False, N/A
1320904214423299955, BJUy2JzBGdz, 102, 2, 2016-08-20 02:07:54, True, 628
1321207072532240362, BJV3tUZBJfq, 124, 1, 2016-08-20 12:09:38, False, N/A
1321269196080117239, BJWF1VdBXX3, 114, 1, 2016-08-20 14:13:03, True, 588
1321607493130184713, BJXSwNIhOgJ, 116, 1, 2016-08-21 01:25:12, False, N/A
1321837459344258763, BJYHCp3BPbL, 87, 4, 2016-08-21 09:02:06, False, N/A
1321857637696283686, BJYLoSahiQm, 103, 0, 2016-08-21 09:42:11, False, N/A
1322028475187815999, BJYyeTOhWY_, 90, 3, 2016-08-21 15:21:37, True, 546
1322718811723866701, BJbPcBOhyJN, 111, 3, 2016-08-22 14:13:11, False, N/A
1322741873114463590, BJbUrm0hb1m, 96, 0, 2016-08-22 14:59:00, True, 626
1323463690619813821, BJd4zbwhX-9, 105, 0, 2016-08-23 14:53:08, False, N/A
1323470970857953053, BJd6dYAh5cd, 95, 0, 2016-08-23 15:07:35, True, 768
1324143604922593940, BJgTZfTBDKU, 105, 2, 2016-08-24 13:24:00, True, 575
1324890959498196229, BJi9U7fBDUF, 119, 4, 2016-08-25 14:08:51, False, N/A
1325482804381137658, BJlD5Z_Brr6, 79, 1, 2016-08-26 09:44:45, False, N/A
1325986579432772192, BJm2cTEBpJg, 101, 1, 2016-08-27 02:25:39, True, 727
1326315148524497863, BJoBJm4BavH, 95, 0, 2016-08-27 13:18:28, False, N/A
1326323493889344270, BJoDDDGh4MO, 89, 1, 2016-08-27 13:35:03, False, N/A
1326385108751969338, BJoRDqah2w6, 77, 1, 2016-08-27 15:37:28, True, 567
1326409227417467786, BJoWiorBLuK, 94, 0, 2016-08-27 16:25:23, False, N/A
1327696962656789490, BJs7VpkhePy, 108, 1, 2016-08-29 11:03:53, False, N/A
1330461667574100762, BJ2v9ZrBzMa, 195, 1, 2016-09-02 06:36:51, False, N/A
1330643828436418597, BJ3ZYMMhMAl, 177, 3, 2016-09-02 12:38:47, False, N/A
1332142288486749046, BJ8uFp3h1N2, 127, 0, 2016-09-04 14:15:57, False, N/A
1332859812627049127, BJ_RPATB2qn, 121, 3, 2016-09-05 14:01:33, False, N/A
1335762712705535913, BKJlRwrBo-p, 108, 2, 2016-09-09 14:09:05, True, 563
1336433933155694371, BKL95Tbhfcj, 104, 3, 2016-09-10 12:22:41, False, N/A
1337096364777513050, BKOUg89B6Ba, 72, 2, 2016-09-11 10:18:49, True, 533
1339417661188436659, BKWkUQtBXKz, 122, 0, 2016-09-14 15:10:49, False, N/A
1341598159688031085, BKeUGsLhdtt, 121, 2, 2016-09-17 15:23:05, False, N/A
1341646419525911336, BKefE9qBEMo, 112, 4, 2016-09-17 16:58:58, True, 571
1341651350593183497, BKegMuEh58J, 92, 1, 2016-09-17 17:08:46, True, 879
1342192024136666400, BKgbIjjB00g, 82, 2, 2016-09-18 11:02:59, True, 485
1342341921598889932, BKg9N2cBF_M, 109, 2, 2016-09-18 16:00:48, False, N/A
1346323711372042912, BKvGkhJBCKg, 102, 2, 2016-09-24 03:51:54, False, N/A
1346560798004444285, BKv8elRhXx9, 112, 2, 2016-09-24 11:42:57, False, N/A
1346673984208690643, BKwWNqJBN3T, 93, 1, 2016-09-24 15:27:50, True, 622
1347064357670212660, BKxu-VwhdQ0, 112, 0, 2016-09-25 04:23:26, False, N/A
1348710973472906599, BK3lXwOhh1n, 114, 3, 2016-09-27 10:54:58, False, N/A
1349948086918902157, BK7-qH6BPGN, 107, 2, 2016-09-29 03:52:54, True, 736
1350814660659929993, BK_DsbmBmOJ, 103, 3, 2016-09-30 08:34:37, False, N/A
1351809547396051926, BLCl58EhfPW, 139, 1, 2016-10-01 17:31:17, True, 910
1354578667019534972, BLMbh7sBYJ8, 214, 3, 2016-10-05 13:13:02, False, N/A
1355232054413260505, BLOwF-HhnbZ, 124, 3, 2016-10-06 10:51:12, False, N/A
1360335002315077844, BLg4XoshTjU, 215, 7, 2016-10-13 11:49:50, False, N/A
1361054311920335170, BLjb69-BnlC, 191, 2, 2016-10-14 11:38:59, False, N/A
1369004345508919843, BL_rjLuBnoj, 176, 1, 2016-10-25 10:54:17, False, N/A
1369750241355999162, BMCVJZXB6e6, 176, 9, 2016-10-26 11:36:14, True, 879
1372008076085074528, BMKWhN0BJpg, 350, 12, 2016-10-29 14:22:09, False, N/A
1374205593946371380, BMSKLTzhzU0, 200, 0, 2016-11-01 15:08:14, False, N/A
1377046423786740453, BMcQG0xB9rl, 251, 4, 2016-11-05 13:12:27, False, N/A
1379879618827716759, BMmUTPRBwiX, 306, 21, 2016-11-09 10:01:30, True, 1650
1381322554379377702, BMrcYtuBJwm, 144, 24, 2016-11-11 09:48:22, True, 864
1387180366154177451, BNAQTGEBBur, 155, 8, 2016-11-19 11:46:47, True, 890
1390746224239577486, BNM7FKMhAmO, 141, 0, 2016-11-24 09:51:31, True, 844
1396565347712588427, BNhmMjQB1qL, 268, 20, 2016-12-02 10:33:04, False, N/A
1398050639728417646, BNm36ZPBRtu, 161, 3, 2016-12-04 11:44:05, True, 774
1398830390630119183, BNppNQ2h3cP, 176, 3, 2016-12-05 13:33:18, False, N/A
1400214122490239668, BNuj1NkhBq0, 119, 2, 2016-12-07 11:22:32, False, N/A
1402399913262007106, BN2U0p3BUNC, 239, 0, 2016-12-10 11:45:19, False, N/A
1404574122402759881, BN-DLj6hcTJ, 221, 2, 2016-12-13 11:45:04, False, N/A
1404642261580841635, BN-SrHeBwKj, 270, 1, 2016-12-13 14:00:27, False, N/A
1407511425010099041, BOIfC8JB-Nh, 140, 4, 2016-12-17 13:00:58, True, 817
1408990716730119054, BONvZd6hZOO, 154, 4, 2016-12-19 14:00:04, True, 860
1411880856888661813, BOYAiisBdc1, 177, 1, 2016-12-23 13:42:15, False, N/A
1414019924195928120, BOfm6EXBeg4, 238, 3, 2016-12-26 12:32:12, False, N/A
1414708472381328104, BOiDdw1Bkro, 120, 0, 2016-12-27 11:20:13, True, 687
1415423670327063383, BOkmFQ0hjNX, 128, 3, 2016-12-28 11:01:11, False, N/A
1416853986359084837, BOprTGbh4cl, 101, 3, 2016-12-30 10:22:58, True, 371
1417478601749843147, BOr5Uc2BEzL, 132, 1, 2016-12-31 07:03:58, False, N/A
1417719598664747027, BOswHathYgT, 163, 3, 2016-12-31 15:02:47, True, 667
1420591748388125723, BO29Kslhnwb, 259, 4, 2017-01-04 14:09:14, False, N/A
1421350074919017841, BO5plzNBd1x, 195, 16, 2017-01-05 15:15:54, True, 1595
1423424581334926684, BPBBR13BwVc, 159, 2, 2017-01-08 11:57:34, False, N/A
1424287440230992650, BPEFeF1BMsK, 143, 2, 2017-01-09 16:31:55, True, 813
1425601634683455756, BPIwSIyhgkM, 212, 2, 2017-01-11 12:02:59, False, N/A
1426339248659133208, BPLX_1VhnMY, 147, 1, 2017-01-12 12:28:30, False, N/A
1427851078732782812, BPQvv20Bpzc, 175, 3, 2017-01-14 14:32:14, False, N/A
1430638210123682089, BPapd9MhdEp, 149, 0, 2017-01-18 10:49:46, False, N/A
1432128833653600368, BPf8ZYihHBw, 188, 4, 2017-01-20 12:11:22, False, N/A
1432873296105763140, BPilqvOhvFE, 157, 5, 2017-01-21 12:50:29, True, 958
1433596949533414793, BPlKNSABdWJ, 227, 5, 2017-01-22 12:48:15, False, N/A
1434333096735817017, BPnxloghj05, 158, 2, 2017-01-23 13:10:51, False, N/A
1437169560414821109, BPx2hnKh5r1, 207, 3, 2017-01-27 11:06:23, False, N/A
1439394007494221692, BP5wTk8hN98, 212, 2, 2017-01-30 12:45:58, False, N/A
1440184688542348955, BP8kFgDhfab, 141, 6, 2017-01-31 14:56:55, False, N/A
1441525659817330654, BQBU_M4Bcfe, 191, 2, 2017-02-02 11:21:11, False, N/A
1442252037302984017, BQD6JYoBx1R, 148, 1, 2017-02-03 11:24:22, False, N/A
1443029500892128678, BQGq6-BFaWm, 158, 2, 2017-02-04 13:09:03, False, N/A
